Noise,N,x0,x1,x2,x3,x4
0.027573967160944953,100,0.5010739080803636,-0.4772975464608499,0.019095175259922097,0.0039029200073151396,-0.005634273425835794
0.027573967160944953,100,0.4814061653259996,0.0027847140437462863,0.5299747766756494,0.019442346816173524,-0.06798264591643209
0.027573967160944953,100,-0.007688778112865908,-0.4931647416214111,0.4993640686959568,-1.5224828661682654e-05,0.0012994426933387142
0.027573967160944953,100,0.06799278881090434,-0.005303643389575567,0.002905564209487381,0.0005090597427673062,0.9953182335422368
0.027573967160944953,100,0.01930981616182832,-0.003792933934680707,0.0012108830610505974,-0.9996063476464616,-0.0021849316754749
0.01375830884346064,100,0.9886783218393962,-0.08503743745744577,0.04691629193156133,-0.04969569024722715,-0.001746353797651073
0.01375830884346064,100,-0.047067379726172184,0.0024158449349788525,0.998486356974034,0.0017757545663118933,-0.0002167357098910389
0.01375830884346064,100,-0.08487504244985862,-0.4926984839684827,-0.004029996846763125,0.5053161218620782,-0.00035842988596675103
0.01375830884346064,100,-0.0015865120565471214,0.0006462945564284565,-0.00034222961669758616,0.0005808232285534409,3.392738419094598e-06
0.01375830884346064,100,-0.049868882889578435,0.5032393287477175,-0.0020033330972646216,-0.49749218066918893,-0.00041401024572417444
0.002848441995512598,100,-0.013731359537053494,0.9988772025948526,-0.007717831318183387,0.019410300999726085,0.01983385192530151
0.002848441995512598,100,-0.9888828863230044,-0.008420661283131816,-0.010703642707729766,-0.10036648944615938,0.003003368127505221
0.002848441995512598,100,-0.007302711568342517,0.0029690067220920014,-0.00011971724363879499,0.003170759097082206,0.002793183662264175
0.002848441995512598,100,-0.10036499561813196,-0.0207663410204611,-0.001973535456031261,0.9941680734820766,0.0025548600225431943
0.002848441995512598,100,0.1028779640598656,0.03546289464947737,0.003571342746588054,0.008071050600272883,0.000376249176612109
0.027107406259210286,200,0.5035729713818509,0.5058403932057294,0.0010152001211876194,-0.0013418269543797735,0.002347092683225182
0.027107406259210286,200,-0.4994002555321344,0.0036160590825724172,0.4984666805744626,4.2922130238043294e-06,-1.4648431892615576e-05
0.027107406259210286,200,0.0043187895630561425,-0.5015540713331014,0.4999915672029898,3.60508598908103e-07,-5.404625199353263e-07
0.027107406259210286,200,-3.1479295833097664e-05,-0.002347023873525779,-7.013856453546492e-06,2.1688121854007333e-06,0.9999944903925944
0.027107406259210286,200,1.3932011406042526e-05,0.001341707465921987,3.945055963939637e-06,-1.8004110136082831e-06,4.1302223474231435e-06
0.012842738006133295,200,0.5021636964955777,-0.4916313388166562,0.021582859423864474,-0.0013388766643883704,-0.004076474758592143
0.012842738006133295,200,0.4785235562854751,0.001966661857274954,0.4944087221024757,-0.05884851682763336,0.0559024448208842
0.012842738006133295,200,0.013629259956282235,-0.493134665277012,0.5000893000277847,-0.00031519454908379154,0.0004032856850310219
0.012842738006133295,200,0.0588097421759078,-0.001073490653849124,-0.00030253213381364565,0.9965144454831832,0.003719833114168713
0.012842738006133295,200,-0.05593346712607982,-0.004330158297755716,0.000256464509803288,0.0028933250082806643,0.9968342747089084
0.002662755587236647,200,0.00498103673509415,-2.2706304900976804e-05,-0.0030703167230025593,0.0025379665153105824,-6.449126830240359e-05
0.002662755587236647,200,-0.9959766512196327,0.0008590341397412388,-0.06053388195686641,0.006378894460216612,0.006467562452603419
0.002662755587236647,200,-0.06051913958884597,0.004305798723564779,0.9960566072764788,0.00013237582360050838,0.0002659038308680079
0.002662755587236647,200,0.00619783370744367,0.0015426884019270075,0.0006636289514743446,0.4999618677887316,0.4999471932648756
0.002662755587236647,200,0.006585299595393904,-0.001059766967544829,0.0005482041901274824,0.4999644751650444,0.49995910562724893
0.026307640808096576,400,-0.0006145067277221341,0.9999947896001332,-0.001589656870641734,0.0001234519078081352,1.2149198382041494e-07
0.026307640808096576,400,1.345833170240951e-06,0.002165900358363745,0.0014791061473986614,-3.043741998260276e-05,-1.0446151405764665e-07
0.026307640808096576,400,0.0018039223603877426,0.0015875575517809313,0.9999946113950116,9.920857631453358e-08,3.428261082209726e-10
0.026307640808096576,400,-3.0628751669555245e-05,-0.00012340693920138686,4.0409342076654415e-07,0.4999999838348266,0.4999999999733681
0.026307640808096576,400,-1.0482276252912664e-07,-1.0503860486271572e-07,3.6793833725921833e-10,-0.5000000000073707,0.4999999999999766
0.013180998202943571,400,0.0008671764627559153,0.9999879676900452,0.004175290102439242,-2.9080610358552324e-05,2.9873615878698626e-05
0.013180998202943571,400,9.220101135243297e-06,0.0001573486460816229,-0.004061542140230561,5.179504827071466e-06,-6.009451003548898e-06
0.013180998202943571,400,-0.0022397330086224173,-0.004172734249341472,0.9999776069452172,3.5150277080538685e-08,-4.0600832734566804e-08
0.013180998202943571,400,-6.042354189555658e-06,-2.968183975396744e-05,-1.9367416123216852e-07,-0.4999999991207925,0.499999999074796
0.013180998202943571,400,-5.212640058212564e-06,-2.914824628988969e-05,-1.9004242810814408e-07,-0.4999999991199112,-0.5000000009250467
0.0026994857509106272,400,0.0013272999651734866,-0.9999938420113956,0.0025241723096511405,-2.128693655269369e-05,-8.755117677607078e-05
0.0026994857509106272,400,-0.9999934244763464,-0.001317392130840277,0.002755310982831173,-1.0564856261090685e-06,7.348264603097156e-05
0.0026994857509106272,400,0.002753733366407432,0.0025261388182636693,0.9999901060946256,2.1574842546370587e-07,5.917661730068283e-06
0.0026994857509106272,400,-4.984030139295988e-05,-0.00024203549793526166,1.6499832728357074e-06,-0.5000000006598244,0.5000012541272962
0.0026994857509106272,400,0.0001242206381988745,0.00017598182137216066,-6.781137246053822e-06,-0.4999987092668377,0.4999999955139089
0.02644737088692275,800,-0.0015660765410474382,-0.999995281788136,0.0015425741190283945,-0.0011859260772623301,-0.0012582778530930492
0.02644737088692275,800,-0.004519285638622861,-0.00017436741318093275,-0.01691014993311214,0.05502467317457542,0.03423830842636797
0.02644737088692275,800,0.017502628080623445,0.001512180520349525,0.9997009725789292,0.0008985670923169226,0.0005490915210108167
0.02644737088692275,800,-0.05506351112578063,-0.001691308205828977,0.0010110196605275029,0.496958573997265,0.4981229372603113
0.02644737088692275,800,-0.034272519067946566,-0.0005964423971233662,0.0006323894619137358,0.4980868631127139,0.4988181533873797
0.013688385463636954,800,0.0020085600784615176,-5.565553862219019e-07,0.0007309319261571013,-0.0008766094253416062,-0.00019956766209632145
0.013688385463636954,800,-8.881902905932827e-07,-0.0020064138047641194,0.001181761512148379,-8.605984514393823e-05,-8.335251086235384e-05
0.013688385463636954,800,0.0005754671286115388,0.0013060846644812449,0.9999980182202513,8.109610182767218e-06,-4.4545929628362834e-06
0.013688385463636954,800,-6.220771783312227e-05,-0.00018593388976278921,-1.8102318980872841e-06,0.4999928506082739,-0.5000043972869782
0.013688385463636954,800,-0.0001368609245629231,4.172545076536286e-05,-8.41693824117325e-06,0.5000038582949072,0.4999930428774345
0.0026960730522389374,800,0.00018529761853291029,0.9999994858916188,0.00045774909766676907,-6.840757248066431e-05,0.00014355660827365037
0.0026960730522389374,800,-0.9999994541184446,0.0001855692636310161,-0.0005326721493342017,-1.0847891641320026e-05,1.71104478012498e-05
0.0026960730522389374,800,-0.0005326358596663024,-0.00045785252250229053,0.9999997144424048,-1.0837053173621744e-06,-1.3792448949224535e-06
0.0026960730522389374,800,-1.2335539210937402e-05,6.23346974798737e-05,1.113069913670911e-06,0.4999999956604725,0.499997709674364
0.0026960730522389374,800,1.6671534356175532e-05,-0.000144629840868885,1.3068113369451685e-06,-0.4999976909629239,0.4999999797759469
0.026509942990730787,1600,-0.00011886308642008459,0.9999973551015212,0.0008456825310583588,0.00016058850525866266,0.00011754280852807412
0.026509942990730787,1600,-1.8383871558391718e-07,-0.0011319393576675525,-0.0006733688754612014,8.68281473744452e-06,1.9297722816976356e-05
0.026509942990730787,1600,0.0004749346422718905,-0.0008463765454126075,0.9999992140681822,4.440840399115132e-06,-5.395010130094075e-06
0.026509942990730787,1600,5.3440641957958834e-05,-0.00011751563994428474,5.939602792646348e-06,7.196293715236142e-06,0.9999987790366864
0.026509942990730787,1600,8.770257195186026e-06,0.0007974097040714692,-4.1683664808254685e-06,1.2813863298211106e-07,-3.3791548141394656e-06
0.01365928605022237,1600,-1.7084234000305302e-05,0.9999987807108492,0.00036782230142434313,-6.559119909378263e-05,-0.0005771976320295473
0.01365928605022237,1600,-0.005631017372971559,-0.0007570960656661883,0.05424939914914057,-0.046613786242848516,0.022793647966558417
0.01365928605022237,1600,-0.053647014475484193,-0.0003270868061982266,0.9970722989563604,0.0020309678005324613,-0.0012427886702516095
0.01365928605022237,1600,0.046512234173466525,0.00010123003571757506,0.0030192799254141673,0.4978218106014599,0.5012819138859415
0.01365928605022237,1600,-0.02281437742320989,-0.00023893302492976727,-0.001226164647228442,-0.4991444552439893,0.4994790874291644
0.0026975704381844616,1600,0.0004061017135808572,0.9999997820373586,-0.00018776721268327042,-1.6028133928951388e-05,-1.7755531850416557e-05
0.0026975704381844616,1600,0.9948085057031772,-0.00040380643399042995,0.002350144341193825,0.07148261311543072,-0.007026047793481347
0.0026975704381844616,1600,-0.0025257840811847435,0.00018767937872265526,0.9999928431989183,0.0010410190387985176,-9.744525788204336e-05
0.0026975704381844616,1600,-0.07147519703832432,1.0381103119490842e-05,-0.001381502127196492,0.994862558438866,0.0006219038971638861
0.0026975704381844616,1600,0.007042246245469189,1.830441777086276e-05,0.00013121866298684528,0.0003887934513549195,0.999950276501368
