Noise,N,x0,x1,x2,x3,x4
0.001,100,-0.7472065274483624,-0.487746786043744,0.016114216317115827,0.3472496161758674,-0.2830794914877955
0.001,100,0.4889777318957709,-0.86279273417521,0.002659053715861242,-0.09503760516769663,0.07800629856603168
0.001,100,0.34660917514602985,0.0977610460760124,0.001471457701506663,0.9304568447936384,0.0570684651137407
0.001,100,0.009898015827655949,0.010216162441945406,0.999787902029928,-0.006334704145081004,0.005272453130563762
0.001,100,0.28305625620454805,0.07964237730996038,0.0011946826100468393,-0.05607125219578686,-0.9539301692495576
0.0,100,0.4612057667218632,-0.6432931993668001,-0.2843551962060873,0.4782138897245145,-0.2519885827095517
0.0,100,0.4709072315190138,-0.21973433160416134,-0.08900014739004843,-0.8457173053638749,-0.08154706169681514
0.0,100,-0.248524022822496,0.1155965008572889,0.046910216881199104,-0.08111627791208888,-0.9571066179409672
0.0,100,-0.6536051946891437,-0.7120174856543715,0.11641788447371774,-0.20152727159660505,0.10660065353627156
0.0,100,-0.27564781213363443,0.1321079105571312,-0.9459852493353936,-0.09316495892959306,0.049153608645397966
0.001,200,0.5547066772342111,-0.014379403966818062,0.7791152317429849,0.07581111993808035,-0.2581573016994193
0.001,200,-0.7783309390892944,-0.00513491629368339,0.6051525302470302,-0.03837966831161814,0.13055137545520046
0.001,200,-0.07486840288166986,-0.00034080786865418617,-0.04019948253207116,0.9958278866989672,0.012678523330798323
0.001,200,0.2622350971620591,0.0029643885066806953,0.12337817290555755,0.010315484634563945,0.9539530642368512
0.001,200,-0.002231271263892472,-0.9995492635072454,-0.01592199659334376,-0.001958589147801292,0.003899806508422263
0.0,200,-0.13574685389973287,-0.5699185320101614,-0.32503392463410585,-0.6725621156208462,0.3071632888687408
0.0,200,0.4808958629082006,-0.3995076201530024,-0.3661224843364143,0.585086942721966,0.36343168256702413
0.0,200,-0.8365592646719524,0.052299029822810775,-0.2738150649156871,0.3825791439476528,0.27448181952979234
0.0,200,0.029131183736658583,0.09412257693924296,0.6321899179060928,-0.04184416230088291,0.7653632583474739
0.0,200,-0.2193177949227852,-0.7089844230856606,0.5328597930090575,0.2357102662280757,-0.3311011986921538
0.001,400,0.2259180726343855,-0.6796718884559112,0.4771135355602859,-0.0903843145793371,-0.5009924402167308
0.001,400,-0.5329889048690236,0.21990139033717346,0.7890314804685025,0.00401461634078109,0.2120099648135688
0.001,400,0.6082700385487727,0.6570156967334624,0.3129354245227003,-0.013501855802936584,-0.3165374674200293
0.001,400,0.5419682654137905,-0.2343132095085183,0.222952304177746,-0.005105480343131018,0.7755514608375388
0.001,400,0.03368387640658431,-0.054872641512452164,0.0455113803396054,0.9957936330948204,-0.046659187687522335
0.0,400,-0.6750019495769726,-0.4732235357310109,0.5421606470945572,-0.09566654835135524,0.11287297420129885
0.0,400,-0.5445283486729326,-0.1504365120442766,-0.8221711833275425,-0.0289125022530637,0.034550105738654746
0.0,400,-0.09494032684102738,-0.02742679835477797,0.03152975860706942,0.9942147700829616,0.006573433248631407
0.0,400,0.4726782256701122,-0.8660966260571132,-0.15543825873976508,0.026998535132207964,-0.03154720307924835
0.0,400,-0.11206212684082403,-0.03257533680995818,0.037123589073743885,-0.006893208047882417,-0.9921285002403436
0.001,800,0.8092520983180524,-0.3338706975353892,-0.16637043988529845,0.4513981344730907,0.044696621392382944
0.001,800,0.16565603287424713,-0.030578274715401962,0.9847265381240821,0.04282329890945795,0.004149393066259339
0.001,800,0.3323329886970018,0.9385802101671264,-0.030624513576126264,0.08634600459551174,0.008487504870188074
0.001,800,-0.044781294261679684,0.00792491737967798,0.0040309318211564004,-0.0112360936489704,0.9988802603852392
0.001,800,-0.4527918921037113,0.08016049675005738,0.04015863817027023,0.8870091908271687,-0.011120855203317966
0.0,800,-0.7166312763873987,-0.005452220243303333,-0.14403941373244586,-0.6781059253318004,-0.07521580583727269
0.0,800,0.6780713881569251,0.0023757529628818173,0.05705489156938269,-0.7320728344125729,0.0298687080342603
0.0,800,-0.14415755966342328,-0.0004910953753312445,0.9879028166153438,-0.05676832263406448,-0.006317141408873562
0.0,800,-0.005592024865446106,0.9999714041167496,-0.00042927366691783913,-0.002043519517806535,-0.0002373068960604985
0.0,800,0.07530013315920936,0.00027377472216084855,0.006309125473319888,0.029657309207129275,-0.9966839347799148
0.001,1600,-0.4210610170143049,-0.6649585290594096,0.3735911217633001,0.09067492190283236,-0.4823670753824526
0.001,1600,0.092411597177863,0.04181745862401184,-0.023534232590802097,0.9940964721435488,0.03031180622959096
0.001,1600,0.6647048708865384,-0.6889552044064321,-0.1751372132888978,-0.0438503502598205,0.22555474359586966
0.001,1600,-0.4821053974838456,-0.22564789193237614,0.12708614858305506,0.03180224543392353,0.836339927132826
0.001,1600,-0.3739446630698092,-0.17456528508937172,-0.9016662552666964,0.024599513789761128,-0.12662611001575466
0.0,1600,0.17748619246889016,-0.09978678555569373,-0.8893176549686851,0.3948022136896425,0.10837209149799824
0.0,1600,-0.7156790742591552,0.031866453994756835,-0.3908219563219427,-0.4515129770557342,-0.3607647346862944
0.0,1600,0.5279886430867257,-0.004166466362705748,-0.2242829070190695,-0.7963019056948784,0.19183537860188948
0.0,1600,0.03791552386268733,0.9944141805340284,-0.07763342201736216,0.05003671864675507,0.034134826191626985
0.0,1600,-0.4196210591442869,-0.011961485616357608,0.0011778472446265114,-0.06032726634140725,0.9056121755573714
