Noise,N,0,1,2,3,4
0.0,100,0.7918882409662908,1.1980279576909525,1.1343275728196571,1.79019269308447,2.686800336957742
0.001,100,0.5859645285691057,1.1382321600727563,1.9026498062306996,3.5914058025921647,129727.86896311743
0.0,200,0.8353930894752623,1.1408119608064122,1.7461934094115263,1.7486720510996785,1.9203231578942
0.001,200,0.6481893786732467,1.3542970398447973,1.4587323982981095,1.5897704976115317,2.1418678717442887
0.0,400,0.7288382003778215,1.3159158869357728,1.420408137406326,1.3438995205163886,1.986547786957128
0.001,400,0.7425889635268355,1.2983326643056436,1.414529614396581,1.5293015614860541,1.7367327720299923
0.0,800,0.6978136692853643,1.1423311837617491,1.3720436735566437,1.6020172638322252,1.6890048017357886
0.001,800,0.7060488591358656,1.0472187281008938,1.314824075058043,1.6578778890201522,1.5047810399097172
0.0,1600,0.7241582340626885,1.0632910984498585,1.097690391316985,1.2886757919291392,1.3618442404893236
0.001,1600,0.7241426276638834,0.9653872345334072,1.1930495649284378,1.4392597697458287,1.4854188830224953
