Noise,N,x0,x1,x2,x3,x4
0.001,100,0.991505753823268,-0.11209715793420144,-0.006661760754502329,-0.00611333814453811,0.029666437353580974
0.001,100,0.1121762260551542,0.9927830048540094,0.0002413884382268831,-0.0006347846263101412,0.0011101949477968322
0.001,100,0.006624929555327476,-0.0001962675761276012,0.9998034229156524,9.934525093041554e-05,-3.959926891135108e-05
0.001,100,-0.03450187995510435,0.003785415398130676,-0.0003271983506281457,0.5004557637923668,0.4990290377911759
0.001,100,0.011160338657435669,-0.0007861336744196262,5.718399523200716e-05,0.4999123585938096,0.5001318948706035
0.0,100,0.9975773311485696,-0.0011382397246589016,-0.012722695349458649,0.05737669417914515,0.00036595507533074447
0.0,100,0.001145359208266028,0.9998414400778316,-0.00012070733760375972,-0.00024411805455798637,9.201215677431296e-05
0.0,100,-0.020161582247887787,0.0001833896748375955,0.5000432409808477,0.4996334138016017,-2.05270526086721e-05
0.0,100,-0.024514397963351076,-0.0004996470335886104,0.4995961427126693,0.4988795716883047,0.00038368351186841116
0.0,100,-0.00036585382469607377,0.00016663859467604415,0.00012311719690845415,9.612099464815816e-05,0.9998943399039026
0.001,200,0.9980359685062272,-0.00780779483560709,0.02685567384406892,-0.016821216174714625,-0.023772746147694142
0.001,200,0.007807639241936871,0.9991407865180372,-0.00014827842474139018,-0.0002736788667770724,-0.00027629071083548016
0.001,200,-0.026856237293974898,-0.0003746463761420285,0.9994769999799262,6.006021150477179e-05,0.00018343070439441416
0.001,200,-0.015546647383255962,0.00044907933153658515,-8.911962804821731e-05,0.5002219442435483,-0.4997379115897912
0.001,200,-0.008593430191432066,0.0006741745853513091,9.683079915421128e-05,-0.4997478892530906,0.500244930888849
0.0,200,0.997338477776085,-0.018861588573398005,0.00911648226710151,-0.013203975994725548,0.0018221453643800603
0.0,200,0.018864220769930332,0.9976106715308266,0.00014714518983618028,-0.0005491480439672551,7.648466186324243e-05
0.0,200,-0.009118149314869563,0.0001394766595735058,0.9999569014971236,6.498854685979826e-05,-9.264182887486122e-06
0.0,200,0.013197463574592115,-0.0008071142301274947,8.41628651058768e-05,0.9997742108137908,3.082930107416922e-05
0.0,200,-0.0018221268164649114,7.927765585910042e-05,-1.0510357297687254e-05,2.3629513228634586e-05,0.9999966728878568
0.001,400,0.999491606242562,-0.010681240254761668,-0.0037002383632458147,-0.01871622712153748,0.002337482767319189
0.001,400,0.010681899054709428,0.9998869274441099,-4.3866481168562784e-06,-3.0130972833771315e-05,0.00010265017103480832
0.001,400,0.003699949547472507,-1.582000068989682e-05,0.99999148576299,-4.802778564644375e-05,-1.1377953737885525e-05
0.001,400,0.003969448322312339,0.00010889633615456811,-2.856629165136533e-05,0.4998408947163896,0.4997853198304267
0.001,400,0.01240918151206708,-6.380844209952853e-05,-2.31269012591103e-05,0.4998676582536461,0.4999898160854604
0.0,400,0.998450192595534,0.0011709362024207495,-0.0095659727199875,-0.0077230696177632676,0.002553856750350732
0.0,400,-0.00117130197739709,0.9998050703012874,0.00020322646608829,0.00045051057100224337,3.725824326303287e-05
0.0,400,0.009566062128558971,0.00021073111566383663,0.9997454458963592,-0.0005066501980182294,-2.711147847730415e-05
0.0,400,0.007722930814622855,0.0004654738862514545,-0.0005075069156450731,0.9989115245991492,-8.071950421678143e-05
0.0,400,-0.002554463744235832,4.141525386608754e-05,-3.3101113006734464e-05,-9.019363745616276e-05,0.9999881515586552
0.001,800,0.9998241495022272,-0.003180482279385824,0.006714570883976488,-0.008526923368418026,-0.00419537580817321
0.001,800,0.003180555549953166,0.9999918879072752,1.0900720999163199e-07,-2.2873261182081228e-05,-1.3354032846872813e-05
0.001,800,-0.00671461802780873,5.654733563391493e-07,0.9999424331264596,-1.1515523989563298e-05,-1.571276860353418e-05
0.001,800,0.008526940529634913,-2.659961520972237e-05,-6.914195920419577e-06,0.9999227473285852,-4.6394441864148044e-05
0.001,800,0.004195319039458176,-1.7154450709638267e-05,-1.4240373632280164e-05,-5.219283778008422e-05,0.9999670810957932
0.0,800,0.9999091011842488,-0.002861376495464531,-0.003228716086343686,-0.01032993249925183,-0.004297614747594046
0.0,800,0.002861375373509184,0.9999959010235634,-4.778793313034509e-06,-1.4537424247748934e-05,-5.883173632764939e-06
0.0,800,0.003228743948142833,-4.26587437511052e-06,0.9999929186419736,-1.9344238781637505e-05,-3.785440067777629e-06
0.0,800,0.010329922841032426,-1.4554330934252273e-05,-2.299780758021228e-05,0.9999358367649768,-1.3729315140281602e-05
0.0,800,0.004297611468502519,-6.771904148600716e-06,-3.2176565731557186e-06,-1.4137737988605166e-05,0.9999844447426114
0.001,1600,0.9999539125003164,0.003131304922550172,-0.0014226081072608032,-0.000962988491072015,-0.004958946116382174
0.001,1600,-0.003131307075365777,0.9999845134368912,-6.9153974343826875e-06,9.956999858242343e-06,1.2618158974858615e-05
0.001,1600,0.0014226061483678374,-6.564671323099536e-06,0.9999913902969012,6.47976712504499e-06,7.33693558985888e-07
0.001,1600,0.0009629868924998264,1.006052346138986e-05,6.555512955151615e-06,0.9999927082756704,-6.5244347155648765e-06
0.001,1600,0.004958943172905264,1.299781279761844e-05,7.584350877716106e-07,-6.353494704294782e-06,0.9999853004905904
0.0,1600,0.9999487445325694,-0.0047405269227682656,-0.00033788679480459884,0.0017024421417427458,0.0023368307167154763
0.0,1600,0.004740527637288121,0.9999849184041272,-1.1134710039165722e-05,8.13980082603221e-06,4.861753498501422e-06
0.0,1600,0.0003378872893559488,-1.0970037750712868e-05,0.9999726106787444,1.1318798642886735e-05,-1.1939510628223443e-06
