Noise,N,0,1,2,3,4
0.001,100,0.8996512764128889,0.92531942012191,0.957560996898394,0.9968712374050288,1.0
0.0,100,0.9314768399472672,0.9696616903247997,0.9926884867969702,0.9994328115636812,1.0
0.001,200,0.8972130138469985,0.92942474885795,0.9544157168912004,0.9791450902541544,1.0
0.0,200,0.9145062615336887,0.9799144442004032,0.9894212743158866,0.9956655182460044,1.0
0.001,400,0.8995813934188333,0.9362415334471318,0.9648927674659986,0.9959054623612148,1.0
0.0,400,0.9340557843022016,0.9683367293249979,0.9910155014200002,0.9979252428077562,1.0
0.001,800,0.9009395801314012,0.9567522111243408,0.9795451409177705,0.9999999997115554,1.0
0.0,800,0.8920076774724064,0.9348510730983322,0.9536337983168072,0.9806972074712479,1.0
0.001,1600,0.9084749390296146,0.9503820399385084,0.9688712600052564,0.9789694415481432,1.0
0.0,1600,0.8843946606774802,0.92995843643709,0.975832764368703,0.9995700374074854,1.0
