Noise,N,0,1,2,3,4
0.001,100,0.8996512764128889,0.005816383211183186,0.0036016461975523187,0.0027345097974843763,0.0004708804915933749
0.0,100,0.9314768399472672,0.016444370294330962,0.003285024628840985,0.0007171672301393637,0.00014286908613291688
0.001,200,0.8972130138469985,0.0024471112064496205,0.0022300883940614587,0.00025158802110050976,0.0007636566076019032
0.0,200,0.9145062615336887,0.0012928395851143568,0.0011275181547045305,0.0013949598046551475,0.0008651110373216599
0.001,400,0.8995813934188333,0.011612951385231137,0.002286207519305765,0.0018543497648791157,0.0004470984274841823
0.0,400,0.9340557843022016,0.014011292347266445,0.0042186650661099655,0.0006237554857951822,0.0005464581497386452
0.001,800,0.9009395801314012,0.01855034953507824,0.0014985314336426565,0.000980288113574994,1.105149607114951e-10
0.0,800,0.8920076774724064,0.010726230600877393,0.0009734354578426672,0.00024235251862335483,0.0008250421065580747
0.001,1600,0.9084749390296146,0.015922903417720617,0.00346126650920341,0.00046216245773036767,6.712951904980958e-05
0.0,1600,0.8843946606774802,0.0018915235011751,0.0025557202339199147,0.0014280101274016205,1.618943875082017e-05
