Noise,N,0,1,2
0.02607386090268778,100,1.0,0.0,0.0
0.02607386090268778,100,0.0,1.0,0.0
0.02607386090268778,100,0.0,0.0,1.0
0.014579089766763705,100,1.0,0.0,0.0
0.014579089766763705,100,0.0,1.0,0.0
0.014579089766763705,100,0.0,0.0,1.0
0.0026230328035783284,100,1.0,0.0,0.0
0.0026230328035783284,100,0.0,1.0,0.0
0.0026230328035783284,100,0.0,0.0,1.0
0.026275566103089502,200,1.0,0.0,0.0
0.026275566103089502,200,0.0,1.0,0.0
0.026275566103089502,200,0.0,0.0,1.0
0.013109956175041095,200,1.0,0.0,0.0
0.013109956175041095,200,0.0,1.0,0.0
0.013109956175041095,200,0.0,0.0,1.0
0.00270294583944271,200,1.0,0.0,0.0
0.00270294583944271,200,0.0,1.0,0.0
0.00270294583944271,200,0.0,0.0,1.0
0.02740155559717342,400,1.0,0.0,0.0
0.02740155559717342,400,0.0,1.0,0.0
0.02740155559717342,400,0.0,0.0,1.0
0.01382390421837956,400,1.0,0.0,0.0
0.01382390421837956,400,0.0,1.0,0.0
0.01382390421837956,400,0.0,0.0,1.0
0.0027086595799486715,400,1.0,0.0,0.0
0.0027086595799486715,400,0.0,1.0,0.0
0.0027086595799486715,400,0.0,0.0,1.0
0.026431523791205717,800,1.0,0.0,0.0
0.026431523791205717,800,0.0,1.0,0.0
0.026431523791205717,800,0.0,0.0,1.0
0.01342825294964692,800,1.0,0.0,0.0
0.01342825294964692,800,0.0,1.0,0.0
0.01342825294964692,800,0.0,0.0,1.0
0.002766131450104324,800,1.0,0.0,0.0
0.002766131450104324,800,0.0,1.0,0.0
0.002766131450104324,800,0.0,0.0,1.0
0.026655401493999992,1600,1.0,0.0,0.0
0.026655401493999992,1600,0.0,1.0,0.0
0.026655401493999992,1600,0.0,0.0,1.0
0.01338065860073502,1600,1.0,0.0,0.0
0.01338065860073502,1600,0.0,1.0,0.0
0.01338065860073502,1600,0.0,0.0,1.0
0.002721625861930322,1600,1.0,0.0,0.0
0.002721625861930322,1600,0.0,1.0,0.0
0.002721625861930322,1600,0.0,0.0,1.0
